_id,Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24,dhid,Latitude,Longitude
151,Broadmeadows,Saccas Fruit World Broadmeadows Central,1099-1169 Pascoe Vale Road,VIC,3047,14/09/2021,14/09/2021,6:00am - 12:45pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,10:58:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",6:00:00,12:45:00,A4B7,-37.6780893,144.9216528
152,Broadmeadows,Saccas Fruit World Broadmeadows Central,1099-1169 Pascoe Vale Road,VIC,3047,15/09/2021,15/09/2021,6:00am - 7:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,10:58:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",6:00:00,19:30:00,B7J4,-37.6780893,144.9216528
153,Docklands,Coffee Rush Spencer Street Outlet Centre,"P310, 201 Spencer Street",VIC,3008,15/09/2021,15/09/2021,5:00am - 11:30am,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,10:31:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",5:00:00,11:30:00,A2C3,-37.8163949,144.9526066
154,Docklands,Coffee Rush Spencer Street Outlet Centre,"P310, 201 Spencer Street",VIC,3008,16/09/2021,16/09/2021,5:00am - 12:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,10:31:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",5:00:00,12:00:00,C3X5,-37.8163949,144.9526066
155,Docklands,Coffee Rush Spencer Street Outlet Centre,"P310, 201 Spencer Street",VIC,3008,17/09/2021,17/09/2021,5:00am - 9:45am,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,20/09/2021,20/09/2021,10:31:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",5:00:00,9:45:00,C9T2,-37.8163949,144.9526066
156,Kyneton,TerryWhite Chemmart Kyneton,107 Mollison Street,VIC,3444,15/09/2021,15/09/2021,11:00am - 11:40am,Case attended venue,19/09/2021,19/09/2021,22:37:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:00:00,11:40:00,E3V5,-37.2484441,144.4530538
157,Kyneton,Woolworths Kyneton,7/11 Jennings Street,VIC,3444,15/09/2021,15/09/2021,11:10am - 11:45am,Case attended venue,19/09/2021,19/09/2021,22:37:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:10:00,11:45:00,B8B7,-37.2480347,144.4520165
158,Kyneton,McIntyres Veterinary Surgery,142 Mollison Street,VIC,3444,17/09/2021,17/09/2021,12:15pm - 12:35pm,Case attended venue,19/09/2021,19/09/2021,22:37:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:15:00,12:35:00,A2M7,-37.2469666,144.4538236
159,Kyneton,BP Service Station Kyneton,55 High Street,VIC,3444,17/09/2021,17/09/2021,3:30pm - 4:10pm,Case attended venue,19/09/2021,19/09/2021,22:37:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:30:00,16:10:00,B2T9,-37.2502689,144.4557407
160,Kyneton,Mollison's Fish & Chips,164 Mollison Street,VIC,3444,18/09/2021,18/09/2021,1:00pm - 1:35pm,Case attended venue,19/09/2021,19/09/2021,22:37:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:00:00,13:35:00,C8D2,-37.2460727,144.4540102
161,Geelong West,Aesthetic Injectables,3/226 Pakington Street,VIC,3218,13/09/2021,13/09/2021,9:45am - 6:00pm,Case attended venue,19/09/2021,19/09/2021,22:37:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,9:45:00,18:00:00,B7U8,-38.1432358,144.3480299
162,Caroline Springs,Australian International Academy - Caroline Springs Campus,183-191 Caroline Springs Boulevard,VIC,3023,14/09/2021,14/09/2021,8:30am - 4:00pm,Case attended venue,19/09/2021,19/09/2021,21:13:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,8:30:00,16:00:00,B9E3,-37.7342696,144.7406683
163,Caroline Springs,Australian International Academy - Caroline Springs Campus,183-191 Caroline Springs Boulevard,VIC,3023,16/09/2021,16/09/2021,8:30am - 2:00pm,Case attended venue,19/09/2021,19/09/2021,21:13:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,8:30:00,14:00:00,D3G4,-37.7342696,144.7406683
164,Mill Park,Mill Park Primary School,2/10 Blamey Avenue,VIC,3082,13/09/2021,13/09/2021,8:45am - 6:00pm,Case attended venue,19/09/2021,19/09/2021,21:13:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:45:00,18:00:00,E2U4,-37.67471,145.065688
165,Mill Park,Mill Park Primary School,2/10 Blamey Avenue,VIC,3082,14/09/2021,14/09/2021,8:45am - 6:00pm,Case attended venue,19/09/2021,19/09/2021,21:13:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:45:00,18:00:00,C2L7,-37.67471,145.065688
166,Mill Park,Mill Park Primary School,2/10 Blamey Avenue,VIC,3082,15/09/2021,15/09/2021,8:45am - 4:00pm,Case attended venue,19/09/2021,19/09/2021,21:13:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:45:00,16:00:00,B3G8,-37.67471,145.065688
167,Mill Park,Mill Park Primary School,2/10 Blamey Avenue,VIC,3082,16/09/2021,16/09/2021,8:45am - 3:00pm,Case attended venue,19/09/2021,19/09/2021,21:13:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:45:00,15:00:00,A8A5,-37.67471,145.065688
168,Keilor,Keilor Primary School,25 Kennedy Street,VIC,3036,14/09/2021,14/09/2021,9:00am - 4:20pm,Case attended venue,19/09/2021,19/09/2021,21:13:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,9:00:00,16:20:00,E9S8,-37.7165733,144.8357358
169,Keilor,Keilor Primary School,25 Kennedy Street,VIC,3036,15/09/2021,15/09/2021,9:00am - 4:20pm,Case attended venue,19/09/2021,19/09/2021,21:13:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,9:00:00,16:20:00,C5J5,-37.7165733,144.8357358
170,Keilor,Keilor Primary School,25 Kennedy Street,VIC,3036,16/09/2021,16/09/2021,9:00am - 4:20pm,Case attended venue,19/09/2021,19/09/2021,21:13:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,9:00:00,16:20:00,C8G7,-37.7165733,144.8357358
171,Sebastopol,Woolworths Sebastopol (Ballarat),Corner Albert & Hertford Street,VIC,3356,15/09/2021,15/09/2021,5:45pm - 6:40pm,Case attended venue,19/09/2021,19/09/2021,19:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:45:00,18:40:00,D7B5,-37.58525005,143.8407449
172,Sebastopol,Woolworths Sebastopol (Ballarat),Corner Albert & Hertford Street,VIC,3356,16/09/2021,16/09/2021,9:05am - 10:00am,Case attended venue,19/09/2021,19/09/2021,19:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",9:05:00,10:00:00,B6D5,-37.58525005,143.8407449
173,Ballarat Central,Griller's Mark Burger Bar & Grill,58-60 Lydiard Street North,VIC,3350,16/09/2021,16/09/2021,8:45am - 9:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,19/09/2021,19/09/2021,19:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:45:00,21:00:00,A9K8,-37.5599783,143.8583786
174,Ballarat Central,The Sporting Globe Bar & Grill,201 Mair Street,VIC,3350,16/09/2021,16/09/2021,7:30pm - 8:20pm,Case attended venue,19/09/2021,19/09/2021,19:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",19:30:00,20:20:00,B8Q2,-37.5599325,143.8577986
175,Brunswick,Royal Stacks,1/800 Sydney Road,VIC,3056,10/09/2021,10/09/2021,4:30pm - 11:00pm,"Tier 1 for staff, Tier 2 for patrons and delivery drivers.",19/09/2021,19/09/2021,19:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:30:00,23:00:00,E3Q9,-37.7583605,144.9638332
176,Brunswick,Royal Stacks,1/800 Sydney Road,VIC,3056,11/09/2021,11/09/2021,10:30am - 11:00pm,"Tier 1 for staff, Tier 2 for patrons and delivery drivers.",19/09/2021,19/09/2021,19:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:30:00,23:00:00,B8J4,-37.7583605,144.9638332
177,Brunswick,Royal Stacks,1/800 Sydney Road,VIC,3056,12/09/2021,12/09/2021,4:00pm - 11:00pm,"Tier 1 for staff, Tier 2 for patrons and delivery drivers.",19/09/2021,19/09/2021,19:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,23:00:00,D3A2,-37.7583605,144.9638332
178,Wendouree,Just Cuts - Wendouree Village Shopping Centre,330 Gillies St North,VIC,3355,13/09/2021,13/09/2021,11:16am - 12:16pm,Case attended venue,19/09/2021,19/09/2021,19:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:16:00,12:16:00,D4M7,-37.53568855,143.822932
179,Ballarat Central,Woolworths Ballarat Central,7/25 Eastwood Street,VIC,3350,16/09/2021,16/09/2021,2:30pm - 3:10pm,Case attended venue,19/09/2021,19/09/2021,19:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:30:00,15:10:00,C5R7,-37.5645165,143.8620435
180,Ballarat Central,Woolworths Ballarat Central,7/25 Eastwood Street,VIC,3350,16/09/2021,16/09/2021,5:55pm - 6:45pm,Case attended venue,19/09/2021,19/09/2021,19:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:55:00,18:45:00,E5C2,-37.5645165,143.8620435
181,Mernda,Mernda YMCA Early Learning Centre,2 Goulburn Street,VIC,3754,13/09/2021,13/09/2021,6:30am - 3:30pm,Case attended venue,19/09/2021,19/09/2021,19:52:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,6:30:00,15:30:00,B2H8,-37.6098316,145.0989953
182,Epping,Goodstart Early Learning Epping,"Pacific Epping, 571-583 High Street",VIC,3076,6/09/2021,6/09/2021,7:30am - 4:00pm,Case attended venue,19/09/2021,19/09/2021,16:49:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:30:00,16:00:00,C6T9,-37.6537547,145.0220845
183,Epping,Goodstart Early Learning Epping,"Pacific Epping, 571-583 High Street",VIC,3076,7/09/2021,7/09/2021,7:30am - 4:00pm,Case attended venue,19/09/2021,19/09/2021,16:49:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:30:00,16:00:00,A4J8,-37.6537547,145.0220845
184,Epping,Goodstart Early Learning Epping,"Pacific Epping, 571-583 High Street",VIC,3076,8/09/2021,8/09/2021,7:30am - 4:00pm,Case attended venue,19/09/2021,19/09/2021,16:49:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:30:00,16:00:00,E9M8,-37.6537547,145.0220845
185,Epping,Goodstart Early Learning Epping,"Pacific Epping, 571-583 High Street",VIC,3076,10/09/2021,10/09/2021,7:30am - 4:00pm,Case attended venue,19/09/2021,19/09/2021,16:49:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:30:00,16:00:00,E7H7,-37.6537547,145.0220845
186,Epping,Goodstart Early Learning Epping,"Pacific Epping, 571-583 High Street",VIC,3076,9/09/2021,9/09/2021,7:00am - 4:00pm,Case attended venue,19/09/2021,19/09/2021,16:49:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:00:00,16:00:00,C7G7,-37.6537547,145.0220845
187,Bendigo,Toppers Caf,321-323 Hargreaves Street,VIC,3550,17/09/2021,17/09/2021,11:34am - 12:10pm,Case attended venue,19/09/2021,19/09/2021,16:21:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:34:00,12:10:00,B4B3,-36.760524,144.2798853
188,Bendigo,Donut King - Bendigo Marketplace,"Kiosk 7, 116/120 Mitchell Street",VIC,3550,17/09/2021,17/09/2021,11:55am - 12:35pm,Case attended venue,19/09/2021,19/09/2021,16:21:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:55:00,12:35:00,E9E7,-36.7655247,144.280931
189,Mill Park,Mill Park Superclinic,250 Childs Road,VIC,3082,14/09/2021,14/09/2021,10:40am - 11:50am,Case attended venue,19/09/2021,19/09/2021,16:21:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:40:00,11:50:00,E8X2,-37.6620448,145.052357
190,Mill Park,Mill Park Superclinic,250 Childs Road,VIC,3082,9/09/2021,9/09/2021,1:30pm - 3:00pm,Case attended venue,19/09/2021,19/09/2021,16:21:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:30:00,15:00:00,C7F6,-37.6620448,145.052357
191,Mill Park,Mill Park Superclinic,250 Childs Road,VIC,3082,10/09/2021,10/09/2021,6:20pm - 7:00pm,Case attended venue,19/09/2021,19/09/2021,16:21:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:20:00,19:00:00,E6A8,-37.6620448,145.052357
192,Bendigo,Bendigo Marketplace,116-120 Mitchell Street,VIC,3550,16/09/2021,16/09/2021,11:25am - 12:15pm,Case attended venue,19/09/2021,19/09/2021,15:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:25:00,12:15:00,D2H9,-36.7655247,144.280931
193,Bendigo,ZiNG Pop Culture - Bendigo Marketplace,"Shop G019, 116-120 Mitchell Street",VIC,3550,16/09/2021,16/09/2021,11:28am - 12:05pm,Case attended venue,19/09/2021,19/09/2021,15:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:28:00,12:05:00,D6P9,-36.7655247,144.280931
194,Bendigo,Bendigo Marketplace,116-120 Mitchell Street,VIC,3550,17/09/2021,17/09/2021,10:41am - 12:35pm,Case attended venue,19/09/2021,19/09/2021,15:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:41:00,12:35:00,B2T4,-36.7655247,144.280931
195,Bendigo,Big W - Bendigo Marketplace,"Shop M002, 116-120 Mitchell Street",VIC,3550,17/09/2021,17/09/2021,10:48am - 11:33am,Case attended venue,19/09/2021,19/09/2021,15:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:48:00,11:33:00,D7S6,-36.7655247,144.280931
196,Bendigo,ZiNG Pop Culture - Bendigo Marketplace,"Shop G019, 116-120 Mitchell Street",VIC,3550,17/09/2021,17/09/2021,11:03am - 11:39am,Case attended venue,19/09/2021,19/09/2021,15:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:03:00,11:39:00,E5H2,-36.7655247,144.280931
197,Bendigo,EB Games - Bendigo Marketplace,"Shop G018, 116/120 Mitchell Street",VIC,3550,17/09/2021,17/09/2021,11:09am - 11:45am,Case attended venue,19/09/2021,19/09/2021,15:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:09:00,11:45:00,B4E9,-36.7655247,144.280931
198,Bendigo,JB HiFi - Bendigo,339-355 Hargreaves Street,VIC,3550,17/09/2021,17/09/2021,11:22am - 12:01pm,Case attended venue,19/09/2021,19/09/2021,15:17:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:22:00,12:01:00,B2A2,-36.7611384,144.2791006
199,Lalor,High Street Collision Repair Centre,434/436 High Street,VIC,3075,13/09/2021,13/09/2021,7:30am - 11:00am,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,19/09/2021,19/09/2021,15:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:30:00,11:00:00,C6E5,-37.661258,145.018907
200,Lalor,High Street Collision Repair Centre,434/436 High Street,VIC,3075,14/09/2021,14/09/2021,7:30am - 11:00am,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,19/09/2021,19/09/2021,15:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:30:00,11:00:00,E3D6,-37.661258,145.018907
201,Lalor,High Street Collision Repair Centre,434/436 High Street,VIC,3075,15/09/2021,15/09/2021,7:30am - 11:00am,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,19/09/2021,19/09/2021,15:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:30:00,11:00:00,B5D4,-37.661258,145.018907
202,Lalor,High Street Collision Repair Centre,434/436 High Street,VIC,3075,16/09/2021,16/09/2021,7:30am - 10:00am,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,19/09/2021,19/09/2021,15:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:30:00,10:00:00,B3A8,-37.661258,145.018907
203,Geelong,Wharf Shed,15 Eastern Beach Road,VIC,3220,11/09/2021,11/09/2021,10:30am - 11:50am,Case attended venue,19/09/2021,19/09/2021,15:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:30:00,11:50:00,B5P8,-38.1450892,144.3647587
204,Geelong,Bottlemart - Geelong,103 Mercer Street,VIC,3220,11/09/2021,11/09/2021,11:30am - 12:15pm,Case attended venue,19/09/2021,19/09/2021,15:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:30:00,12:15:00,A3P8,-38.144158,144.357024
205,Wallan,Woolworths - Wellington Square Shopping Centre,81/99 High Street,VIC,3756,13/09/2021,13/09/2021,6:00pm - 7:00pm,Case attended venue,19/09/2021,19/09/2021,15:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:00:00,19:00:00,E9L8,-37.4128204,144.9784394
206,Wallan,Woolworths - Wellington Square Shopping Centre,81/99 High Street,VIC,3756,15/09/2021,15/09/2021,8:00pm - 8:45pm,Case attended venue,19/09/2021,19/09/2021,15:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",20:00:00,20:45:00,A8N4,-37.4128204,144.9784394
207,Thomastown,Thomastown West Primary School,98-112 Main Street,VIC,3074,13/09/2021,13/09/2021,8:45am - 4:00pm,Case attended venue,19/09/2021,19/09/2021,15:06:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,8:45:00,16:00:00,D4L7,-37.6788998,145.0020036
208,Melbourne,Westpac Branch Wales Corner,"227 Collins Street Corner, Swanston Street",VIC,3000,6/09/2021,6/09/2021,8:15am - 3:30pm,Case attended venue,19/09/2021,19/09/2021,15:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:15:00,15:30:00,C4Y7,-37.81355825,144.9656576
209,Melbourne,Westpac Branch Wales Corner,"227 Collins Street Corner, Swanston Street",VIC,3000,7/09/2021,7/09/2021,8:15am - 3:30pm,Case attended venue,19/09/2021,19/09/2021,15:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:15:00,15:30:00,E8B6,-37.81355825,144.9656576
210,Dandenong,Dandenong Hospital Emergency Department Waiting Room,135 David Street,VIC,3175,17/09/2021,17/09/2021,1:48am - 2:10am,Only members of the public who attended the site during the period of interest are considered Tier 2 contacts.,19/09/2021,19/09/2021,15:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",1:48:00,2:10:00,D5H7,-37.9773371,145.2205757
211,Dandenong,Dandenong Hospital Emergency Department Waiting Room,135 David Street,VIC,3175,17/09/2021,17/09/2021,9:51pm - 11:43pm,Only members of the public who attended the site during the period of interest are considered Tier 1 contacts.,19/09/2021,19/09/2021,15:06:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,21:51:00,23:43:00,B4R5,-37.9773371,145.2205757
212,Bendigo,JB HiFi - Bendigo,339-355 Hargreaves Street,VIC,3550,16/09/2021,16/09/2021,11:08am - 11:45am,Case attended venue,19/09/2021,19/09/2021,15:06:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:08:00,11:45:00,E6X5,-36.7611384,144.2791006
213,Braybrook,Braybrook Autowreckers,131 Cranwell Street,VIC,3019,15/09/2021,15/09/2021,10:00am - 5:30pm,Case attended venue,18/09/2021,18/09/2021,22:18:39,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:00:00,17:30:00,A3J2,-37.7778551,144.8531459
214,Tarneit,Tarneit Rise Primary School,51-71 Hummingbird Boulevard,VIC,3029,13/09/2021,13/09/2021,8:30am - 12:30pm,Case attended venue,18/09/2021,18/09/2021,21:58:09,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,8:30:00,12:30:00,D9L7,-37.8361469,144.6657838
